Device,Mitigation,Fault,Area,Linac_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
VVMG1,Linac,STATUS,GUNB,0,100,L2KA00-0105,1,L2KA00-0517,20,WD37604000
VVMG2,Linac,STATUS,GUNB,0,100,L2KA00-0105,1,L2KA00-0517,21,WD37604000
VVMG3,Linac,STATUS,GUNB,0,100,L2KA00-0105,1,L2KA00-0517,22,WD37604000
VVMG:LI01:1,Linac,STATUS,LI01,15.41,100,L2KA01-0114,20,L2KG01-1925,16,WD37640409C0
VVMG:LI01:2,Linac,STATUS,LI01,257.81,450,L2KA01-0114,20,L2KG01-1925,17,WD37640409C0
VVMG:LI01:3,Linac,STATUS,LI01,297.92,900,L2KA01-0114,20,L2KG01-1925,18,WD37640409C0
VVMG:LI02:1,Linac,STATUS,LI02,0,100,L2KA02-0434,49,L2KG01-2037,17,WD37640409C0
VVMG:LI02:2,Linac,STATUS,LI02,0,280,L2KA02-0434,49,L2KG01-2037,18,WD37640409C0
VVMG:LI02:3,Linac,STATUS,LI02,0,460,L2KA02-0434,49,L2KG01-2037,19,WD37640409C0
VVMG:LI02:4,Linac,STATUS,LI02,0,640,L2KA02-0434,49,L2KG01-2037,20,WD37640409C0
VVMG:LI02:5,Linac,STATUS,LI02,0,820,L2KA02-0434,49,L2KG01-2037,21,WD37640409C0
VVMG:LI03:1,Linac,STATUS,LI03,0,100,L2KA03-0534,65,L2KG03-6033,0,WD37640409C0
VVMG:LI03:2,Linac,STATUS,LI03,0,199,L2KA03-0534,65,L2KG03-6033,1,WD37640409C0
VVMG:LI03:3,Linac,STATUS,LI03,0,298,L2KA03-0534,65,L2KG03-6033,2,WD37640409C0
VVMG:LI03:4,Linac,STATUS,LI03,0,397,L2KA03-0534,65,L2KG03-6033,3,WD37640409C0
VVMG:LI03:5,Linac,STATUS,LI03,0,496,L2KA03-0534,65,L2KG03-6033,4,WD37640409C0
VVMG:LI03:6,Linac,STATUS,LI03,0,595,L2KA03-0534,65,L2KG03-6033,5,WD37640409C0
VVMG:LI03:7,Linac,STATUS,LI03,0,694,L2KA03-0534,65,L2KG03-6033,6,WD37640409C0
VVMG:LI03:8,Linac,STATUS,LI03,0,793,L2KA03-0534,65,L2KG03-6033,7,WD37640409C0
VVMG:LI03:9,Linac,STATUS,LI03,0,892,L2KA03-0534,65,L2KG03-6033,8,WD37640409C0
VVMG:LI04:1,Linac,STATUS,LI04,0,100,L2KA04-0517,70,L2KG04-1923,4,WD37605000C0
VVMG:LI04:2,Linac,STATUS,LI04,0,350,L2KA04-0517,70,L2KG04-1923,5,WD37605000C0
VVMG:LI04:3,Linac,STATUS,LI04,0,700,L2KA04-0517,70,L2KG04-1923,6,WD37605000C0
VVMG:LI04:4,Linac,STATUS,LI04,0,950,L2KA04-0517,70,L2KG04-1923,7,WD37605000C0
VVMG:LI05:1,Linac,STATUS,LI05,1362,100,L1KA05-0113,93,L2KG05-6133,16,WD37640909C0
VVMG:LI05:2,Linac,STATUS,LI05,1402,212,L1KA05-0113,93,L2KG05-6133,17,WD37640909C0
VVMG:LI05:3,Linac,STATUS,LI05,1442,324,L1KA05-0113,93,L2KG05-6133,18,WD37640909C0
VVMG:LI05:4,Linac,STATUS,LI05,1482,436,L1KA05-0113,93,L2KG05-6133,19,WD37640909C0
VVMG:LI05:5,Linac,STATUS,LI05,1522,548,L1KA05-0113,93,L2KG05-6133,20,WD37640909C0
VVMG:LI05:6,Linac,STATUS,LI05,1562,660,L1KA05-0113,93,L2KG05-6133,21,WD37640909C0
VVMG:LI05:7,Linac,STATUS,LI05,1603,772,L1KA05-0113,93,L2KG05-6133,22,WD37640909C0
VVMG:LI05:8,Linac,STATUS,LI05,1643,884,L1KA05-0113,93,L2KG05-6133,23,WD37640909C0
VVMG:LI06:1,Linac,STATUS,LI06,1683,100,L1KA06-0113,101,L2KG06-6133,19,WD37641009C0
VVMG:LI06:2,Linac,STATUS,LI06,1691,199,L1KA06-0113,101,L2KG06-6133,20,WD37641009C0
VVMG:LI06:3,Linac,STATUS,LI06,1731,298,L1KA06-0113,101,L2KG06-6133,21,WD37641009C0
VVMG:LI06:4,Linac,STATUS,LI06,1771,397,L1KA06-0113,101,L2KG06-6133,22,WD37641009C0
VVMG:LI06:5,Linac,STATUS,LI06,1811,496,L1KA06-0113,101,L2KG06-6133,23,WD37641009C0
VVMG:LI06:6,Linac,STATUS,LI06,1851,595,L1KA06-0113,101,L2KG06-6133,24,WD37641009C0
VVMG:LI06:7,Linac,STATUS,LI06,1892,694,L1KA06-0113,101,L2KG06-6133,25,WD37641009C0
VVMG:LI06:8,Linac,STATUS,LI06,1932,793,L1KA06-0113,101,L2KG06-6133,26,WD37641009C0
VVMG:LI06:9,Linac,STATUS,LI06,1972,892,L1KA06-0113,101,L2KG06-6133,27,WD37641009C0
VVMG:LI07:1,Linac,STATUS,LI07,2012,100,L1KA07-0113,106,L2KG07-3737,9,WD37641109C0
VVMG:LI07:2,Linac,STATUS,LI07,2052,350,L1KA07-0113,106,L2KG07-3737,10,WD37641109C0
VVMG:LI07:3,Linac,STATUS,LI07,2092,700,L1KA07-0113,106,L2KG07-3737,11,WD37641109C0
VVMG:BSYH:1,Linac,STATUS,BSYH,9999.872,100,B136-0106,232,B136-0628,3,WD37641802C0
VVMG:BSYH:2,Linac,STATUS,BSYH,10109,900,B136-0106,232,B136-0628,4,WD37641802C0
VVMG:BSYS:1,Linac,STATUS,BSYS,9999.872,100,B136-0206,232,B136-0628,5,WD37641802C0
VVMG:BSYS:2,Linac,STATUS,BSYS,10109,500,B136-0206,232,B136-0628,6,WD37641802C0
VVMG:DUMP:1,Linac,STATUS,DMP,9999.872,100,B136-0306,232,B136-0628,7,WD37641802C0
VVMG:DUMP:2,Linac,STATUS,DMP,10109,500,B136-0306,232,B136-0628,8,WD37641802C0
VVMG:BSYS:3,Linac,STATUS,BSYS,0,900,B005-L16-06,254,B005-L0722,0,WD37641902C0
VVMG:DUMP:3,Linac,STATUS,DMP,0,900,B005-L16-06,254,B005-L0722,1,WD37641902C0
VVMG:DMPS:1,SXU,STATUS,DMPS,0,100,B921-7409,342,B921-1527,10,WD37642002C0
VVMG:DMPS:2,SXU,STATUS,DMPS,0,900,B921-7409,342,B921-1527,11,WD37642002C0
VVMG:DMPH:1,HXU,STATUS,DMPH,0,100,B921-7409,342,B921-1527,12,WD37642002C0
VVMG:DMPH:2,HXU,STATUS,DMPH,0,900,B921-7409,342,B921-1527,13,WD37642002C0
